Year,Coal,Petroleum Products,Natural Gas,Total,Sname
2001,0,1.033,27.623,28.656,kansas
2002,0,1.041,27.634,28.675,kansas
2003,0,1.408,26.946,28.354,kansas
2004,0.002,1.723,27.71,29.435,kansas
2005,0.003,1.953,26.257,28.213,kansas
2006,0,1.721,26.687,28.408,kansas
2007,0,1.734,26.889,28.624,kansas
2008,0,2.097,26.679,28.776,kansas
2009,0,2.115,26.194,28.309,kansas
2010,0,2.094,26.822,28.916,kansas
2011,0,1.945,27.717,29.662,kansas
2012,0,1.451,25.871,27.323,kansas
2013,0,1.472,26.229,27.701,kansas
2014,0,1.226,21.687,22.913,kansas
2015,0,1.36,22.068,23.428,kansas
2016,0,1.488,22.623,24.111,kansas
2017,0,1.417,23.68,25.097,kansas
1980,0.002,1.078,29.309,30.389,kentucky
1981,0.001,0.98,27.055,28.036,kentucky
1982,0.001,0.966,29.845,30.812,kentucky
1983,0.001,1.173,27.534,28.708,kentucky
1984,0.014,1.022,25.998,27.034,kentucky
1985,0.026,1.209,29.064,30.299,kentucky
1986,0,1.041,25.535,26.576,kentucky
1987,0,1.238,27.408,28.646,kentucky
1988,0.003,1.348,27.136,28.487,kentucky
1989,0.005,1.465,28.365,29.835,kentucky
1990,0.011,1.325,28.171,29.507,kentucky
1991,0.018,1.57,27.701,29.289,kentucky
1992,0,1.115,26.119,27.234,kentucky
1993,0.057,1.178,27.592,28.827,kentucky
1994,0.055,1.163,28.172,29.39,kentucky
1995,0.039,1.13,25.612,26.78,kentucky
1996,0.047,0.958,25.973,26.978,kentucky
1997,0.026,0.894,25.844,26.764,kentucky
1998,0.029,1.443,30.822,32.294,kentucky
1999,0.008,1.344,30.606,31.958,kentucky
2000,0.006,1.332,26.219,27.556,kentucky
2001,0,1.033,27.623,28.656,kentucky
2002,0,1.041,27.634,28.675,kentucky
2003,0,1.408,26.946,28.354,kentucky
2004,0.002,1.723,27.71,29.435,kentucky
2005,0.003,1.953,26.257,28.213,kentucky
2006,0,1.721,26.687,28.408,kentucky
2007,0,1.734,26.889,28.624,kentucky
2008,0,2.097,26.679,28.776,kentucky
2009,0,2.115,26.194,28.309,kentucky
2010,0,2.094,26.822,28.916,kentucky
2011,0,1.945,27.717,29.662,kentucky
2012,0,1.451,25.871,27.323,kentucky
2013,0,1.472,26.229,27.701,kentucky
2014,0,1.226,21.687,22.913,kentucky
2015,0,1.36,22.068,23.428,kentucky
2016,0,1.488,22.623,24.111,kentucky
2017,0,1.417,23.68,25.097,kentucky
1980,0.002,1.078,29.309,30.389,louisiana
1981,0.001,0.98,27.055,28.036,louisiana
1982,0.001,0.966,29.845,30.812,louisiana
1983,0.001,1.173,27.534,28.708,louisiana
1984,0.014,1.022,25.998,27.034,louisiana
1985,0.026,1.209,29.064,30.299,louisiana
1986,0,1.041,25.535,26.576,louisiana
1987,0,1.238,27.408,28.646,louisiana
1988,0.003,1.348,27.136,28.487,louisiana
1989,0.005,1.465,28.365,29.835,louisiana
1990,0.011,1.325,28.171,29.507,louisiana
1991,0.018,1.57,27.701,29.289,louisiana
1992,0,1.115,26.119,27.234,louisiana
1993,0.057,1.178,27.592,28.827,louisiana
1994,0.055,1.163,28.172,29.39,louisiana
1995,0.039,1.13,25.612,26.78,louisiana
1996,0.047,0.958,25.973,26.978,louisiana
1997,0.026,0.894,25.844,26.764,louisiana
1998,0.029,1.443,30.822,32.294,louisiana
1999,0.008,1.344,30.606,31.958,louisiana
2000,0.006,1.332,26.219,27.556,louisiana
2001,0,1.033,27.623,28.656,louisiana
2002,0,1.041,27.634,28.675,louisiana
2003,0,1.408,26.946,28.354,louisiana
2004,0.002,1.723,27.71,29.435,louisiana
2005,0.003,1.953,26.257,28.213,louisiana
2006,0,1.721,26.687,28.408,louisiana
2007,0,1.734,26.889,28.624,louisiana
2008,0,2.097,26.679,28.776,louisiana
2009,0,2.115,26.194,28.309,louisiana
2010,0,2.094,26.822,28.916,louisiana
2011,0,1.945,27.717,29.662,louisiana
2012,0,1.451,25.871,27.323,louisiana
2013,0,1.472,26.229,27.701,louisiana
2014,0,1.226,21.687,22.913,louisiana
2015,0,1.36,22.068,23.428,louisiana
2016,0,1.488,22.623,24.111,louisiana
2017,0,1.417,23.68,25.097,louisiana
1980,0.002,1.078,29.309,30.389,maine
1981,0.001,0.98,27.055,28.036,maine
1982,0.001,0.966,29.845,30.812,maine
1983,0.001,1.173,27.534,28.708,maine
1984,0.014,1.022,25.998,27.034,maine
1985,0.026,1.209,29.064,30.299,maine
1986,0,1.041,25.535,26.576,maine
1987,0,1.238,27.408,28.646,maine
1988,0.003,1.348,27.136,28.487,maine
1989,0.005,1.465,28.365,29.835,maine
1990,0.011,1.325,28.171,29.507,maine
1991,0.018,1.57,27.701,29.289,maine
1992,0,1.115,26.119,27.234,maine
1993,0.057,1.178,27.592,28.827,maine
1994,0.055,1.163,28.172,29.39,maine
1995,0.039,1.13,25.612,26.78,maine
1996,0.047,0.958,25.973,26.978,maine
1997,0.026,0.894,25.844,26.764,maine
1998,0.029,1.443,30.822,32.294,maine
1999,0.008,1.344,30.606,31.958,maine
2000,0.006,1.332,26.219,27.556,maine
2001,0,1.033,27.623,28.656,maine
2002,0,1.041,27.634,28.675,maine
2003,0,1.408,26.946,28.354,maine
2004,0.002,1.723,27.71,29.435,maine
2005,0.003,1.953,26.257,28.213,maine
2006,0,1.721,26.687,28.408,maine
2007,0,1.734,26.889,28.624,maine
2008,0,2.097,26.679,28.776,maine
2009,0,2.115,26.194,28.309,maine
2010,0,2.094,26.822,28.916,maine
2011,0,1.945,27.717,29.662,maine
2012,0,1.451,25.871,27.323,maine
2013,0,1.472,26.229,27.701,maine
2014,0,1.226,21.687,22.913,maine
2015,0,1.36,22.068,23.428,maine
2016,0,1.488,22.623,24.111,maine
2017,0,1.417,23.68,25.097,maine
1980,0.002,1.078,29.309,30.389,maryland
1981,0.001,0.98,27.055,28.036,maryland
1982,0.001,0.966,29.845,30.812,maryland
1983,0.001,1.173,27.534,28.708,maryland
1984,0.014,1.022,25.998,27.034,maryland
1985,0.026,1.209,29.064,30.299,maryland
1986,0,1.041,25.535,26.576,maryland
1987,0,1.238,27.408,28.646,maryland
1988,0.003,1.348,27.136,28.487,maryland
1989,0.005,1.465,28.365,29.835,maryland
1990,0.011,1.325,28.171,29.507,maryland
1991,0.018,1.57,27.701,29.289,maryland
1992,0,1.115,26.119,27.234,maryland
1993,0.057,1.178,27.592,28.827,maryland
1994,0.055,1.163,28.172,29.39,maryland
1995,0.039,1.13,25.612,26.78,maryland
1996,0.047,0.958,25.973,26.978,maryland
1997,0.026,0.894,25.844,26.764,maryland
1998,0.029,1.443,30.822,32.294,maryland
1999,0.008,1.344,30.606,31.958,maryland
2000,0.006,1.332,26.219,27.556,maryland
2001,0,1.033,27.623,28.656,maryland
2002,0,1.041,27.634,28.675,maryland
2003,0,1.408,26.946,28.354,maryland
2004,0.002,1.723,27.71,29.435,maryland
2005,0.003,1.953,26.257,28.213,maryland
2006,0,1.721,26.687,28.408,maryland
2007,0,1.734,26.889,28.624,maryland
2008,0,2.097,26.679,28.776,maryland
2009,0,2.115,26.194,28.309,maryland
2010,0,2.094,26.822,28.916,maryland
2011,0,1.945,27.717,29.662,maryland
2012,0,1.451,25.871,27.323,maryland
2013,0,1.472,26.229,27.701,maryland
2014,0,1.226,21.687,22.913,maryland
2015,0,1.36,22.068,23.428,maryland
2016,0,1.488,22.623,24.111,maryland
2017,0,1.417,23.68,25.097,maryland
1980,0.002,1.078,29.309,30.389,massachusetts
1981,0.001,0.98,27.055,28.036,massachusetts
1982,0.001,0.966,29.845,30.812,massachusetts
1983,0.001,1.173,27.534,28.708,massachusetts
1984,0.014,1.022,25.998,27.034,massachusetts
1985,0.026,1.209,29.064,30.299,massachusetts
1986,0,1.041,25.535,26.576,massachusetts
1987,0,1.238,27.408,28.646,massachusetts
1988,0.003,1.348,27.136,28.487,massachusetts
1989,0.005,1.465,28.365,29.835,massachusetts
1990,0.011,1.325,28.171,29.507,massachusetts
1991,0.018,1.57,27.701,29.289,massachusetts
1992,0,1.115,26.119,27.234,massachusetts
1993,0.057,1.178,27.592,28.827,massachusetts
1994,0.055,1.163,28.172,29.39,massachusetts
1995,0.039,1.13,25.612,26.78,massachusetts
1996,0.047,0.958,25.973,26.978,massachusetts
1997,0.026,0.894,25.844,26.764,massachusetts
1998,0.029,1.443,30.822,32.294,massachusetts
1999,0.008,1.344,30.606,31.958,massachusetts
2000,0.006,1.332,26.219,27.556,massachusetts
2001,0,1.033,27.623,28.656,massachusetts
2002,0,1.041,27.634,28.675,massachusetts
2003,0,1.408,26.946,28.354,massachusetts
2004,0.002,1.723,27.71,29.435,massachusetts
2005,0.003,1.953,26.257,28.213,massachusetts
2006,0,1.721,26.687,28.408,massachusetts
2007,0,1.734,26.889,28.624,massachusetts
2008,0,2.097,26.679,28.776,massachusetts
2009,0,2.115,26.194,28.309,massachusetts
2010,0,2.094,26.822,28.916,massachusetts
2011,0,1.945,27.717,29.662,massachusetts
2012,0,1.451,25.871,27.323,massachusetts
2013,0,1.472,26.229,27.701,massachusetts
2014,0,1.226,21.687,22.913,massachusetts
2015,0,1.36,22.068,23.428,massachusetts
2016,0,1.488,22.623,24.111,massachusetts
2017,0,1.417,23.68,25.097,massachusetts
1980,0.002,1.078,29.309,30.389,michigan
1981,0.001,0.98,27.055,28.036,michigan
1982,0.001,0.966,29.845,30.812,michigan
1983,0.001,1.173,27.534,28.708,michigan
1984,0.014,1.022,25.998,27.034,michigan
1985,0.026,1.209,29.064,30.299,michigan
1986,0,1.041,25.535,26.576,michigan
1987,0,1.238,27.408,28.646,michigan
1988,0.003,1.348,27.136,28.487,michigan
1989,0.005,1.465,28.365,29.835,michigan
1990,0.011,1.325,28.171,29.507,michigan
1991,0.018,1.57,27.701,29.289,michigan
1992,0,1.115,26.119,27.234,michigan
1993,0.057,1.178,27.592,28.827,michigan
1994,0.055,1.163,28.172,29.39,michigan
1995,0.039,1.13,25.612,26.78,michigan
1996,0.047,0.958,25.973,26.978,michigan
1997,0.026,0.894,25.844,26.764,michigan
1998,0.029,1.443,30.822,32.294,michigan
1999,0.008,1.344,30.606,31.958,michigan
2000,0.006,1.332,26.219,27.556,michigan
2001,0,1.033,27.623,28.656,michigan
2002,0,1.041,27.634,28.675,michigan
2003,0,1.408,26.946,28.354,michigan
2004,0.002,1.723,27.71,29.435,michigan
2005,0.003,1.953,26.257,28.213,michigan
2006,0,1.721,26.687,28.408,michigan
2007,0,1.734,26.889,28.624,michigan
2008,0,2.097,26.679,28.776,michigan
2009,0,2.115,26.194,28.309,michigan
2010,0,2.094,26.822,28.916,michigan
2011,0,1.945,27.717,29.662,michigan
2012,0,1.451,25.871,27.323,michigan
2013,0,1.472,26.229,27.701,michigan
2014,0,1.226,21.687,22.913,michigan
2015,0,1.36,22.068,23.428,michigan
2016,0,1.488,22.623,24.111,michigan
2017,0,1.417,23.68,25.097,michigan
1980,0.002,1.078,29.309,30.389,minnesota
1981,0.001,0.98,27.055,28.036,minnesota
1982,0.001,0.966,29.845,30.812,minnesota
1983,0.001,1.173,27.534,28.708,minnesota
1984,0.014,1.022,25.998,27.034,minnesota
1985,0.026,1.209,29.064,30.299,minnesota
1986,0,1.041,25.535,26.576,minnesota
1987,0,1.238,27.408,28.646,minnesota
1988,0.003,1.348,27.136,28.487,minnesota
1989,0.005,1.465,28.365,29.835,minnesota
1990,0.011,1.325,28.171,29.507,minnesota
1991,0.018,1.57,27.701,29.289,minnesota
1992,0,1.115,26.119,27.234,minnesota
1993,0.057,1.178,27.592,28.827,minnesota
1994,0.055,1.163,28.172,29.39,minnesota
1995,0.039,1.13,25.612,26.78,minnesota
1996,0.047,0.958,25.973,26.978,minnesota
1997,0.026,0.894,25.844,26.764,minnesota
1998,0.029,1.443,30.822,32.294,minnesota
1999,0.008,1.344,30.606,31.958,minnesota
2000,0.006,1.332,26.219,27.556,minnesota
2001,0,1.033,27.623,28.656,minnesota
2002,0,1.041,27.634,28.675,minnesota
2003,0,1.408,26.946,28.354,minnesota
2004,0.002,1.723,27.71,29.435,minnesota
2005,0.003,1.953,26.257,28.213,minnesota
2006,0,1.721,26.687,28.408,minnesota
2007,0,1.734,26.889,28.624,minnesota
2008,0,2.097,26.679,28.776,minnesota
2009,0,2.115,26.194,28.309,minnesota
2010,0,2.094,26.822,28.916,minnesota
2011,0,1.945,27.717,29.662,minnesota
2012,0,1.451,25.871,27.323,minnesota
2013,0,1.472,26.229,27.701,minnesota
2014,0,1.226,21.687,22.913,minnesota
2015,0,1.36,22.068,23.428,minnesota
2016,0,1.488,22.623,24.111,minnesota
2017,0,1.417,23.68,25.097,minnesota
1980,0.002,1.078,29.309,30.389,mississippi
1981,0.001,0.98,27.055,28.036,mississippi
1982,0.001,0.966,29.845,30.812,mississippi
1983,0.001,1.173,27.534,28.708,mississippi
1984,0.014,1.022,25.998,27.034,mississippi
1985,0.026,1.209,29.064,30.299,mississippi
1986,0,1.041,25.535,26.576,mississippi
1987,0,1.238,27.408,28.646,mississippi
1988,0.003,1.348,27.136,28.487,mississippi
1989,0.005,1.465,28.365,29.835,mississippi
1990,0.011,1.325,28.171,29.507,mississippi
1991,0.018,1.57,27.701,29.289,mississippi
1992,0,1.115,26.119,27.234,mississippi
1993,0.057,1.178,27.592,28.827,mississippi
1994,0.055,1.163,28.172,29.39,mississippi
1995,0.039,1.13,25.612,26.78,mississippi
1996,0.047,0.958,25.973,26.978,mississippi
1997,0.026,0.894,25.844,26.764,mississippi
1998,0.029,1.443,30.822,32.294,mississippi
1999,0.008,1.344,30.606,31.958,mississippi
2000,0.006,1.332,26.219,27.556,mississippi
2001,0,1.033,27.623,28.656,mississippi
2002,0,1.041,27.634,28.675,mississippi
2003,0,1.408,26.946,28.354,mississippi
2004,0.002,1.723,27.71,29.435,mississippi
2005,0.003,1.953,26.257,28.213,mississippi
2006,0,1.721,26.687,28.408,mississippi
2007,0,1.734,26.889,28.624,mississippi
2008,0,2.097,26.679,28.776,mississippi
2009,0,2.115,26.194,28.309,mississippi
2010,0,2.094,26.822,28.916,mississippi
2011,0,1.945,27.717,29.662,mississippi
2012,0,1.451,25.871,27.323,mississippi
2013,0,1.472,26.229,27.701,mississippi
2014,0,1.226,21.687,22.913,mississippi
2015,0,1.36,22.068,23.428,mississippi
2016,0,1.488,22.623,24.111,mississippi
2017,0,1.417,23.68,25.097,mississippi
1980,0.002,1.078,29.309,30.389,missouri
1981,0.001,0.98,27.055,28.036,missouri
1982,0.001,0.966,29.845,30.812,missouri
1983,0.001,1.173,27.534,28.708,missouri
1984,0.014,1.022,25.998,27.034,missouri
1985,0.026,1.209,29.064,30.299,missouri
1986,0,1.041,25.535,26.576,missouri
1987,0,1.238,27.408,28.646,missouri
1988,0.003,1.348,27.136,28.487,missouri
1989,0.005,1.465,28.365,29.835,missouri
1990,0.011,1.325,28.171,29.507,missouri
1991,0.018,1.57,27.701,29.289,missouri
1992,0,1.115,26.119,27.234,missouri
1993,0.057,1.178,27.592,28.827,missouri
1994,0.055,1.163,28.172,29.39,missouri
1995,0.039,1.13,25.612,26.78,missouri
1996,0.047,0.958,25.973,26.978,missouri
1997,0.026,0.894,25.844,26.764,missouri
1998,0.029,1.443,30.822,32.294,missouri
