Year,Coal,Petroleum Products,Natural Gas,Total,Sname
2016,0,0.028,36.544,36.572,virginia
2017,0,0,32.961,32.961,virginia
1980,0,32.122,28.958,61.08,washington
1981,0,22.734,36.682,59.416,washington
1982,0,7.974,29.824,37.799,washington
1983,0,5.525,25.859,31.384,washington
1984,0,2.329,31.922,34.251,washington
1985,0,2.418,37.153,39.571,washington
1986,0,2.79,24.63,27.419,washington
1987,0,1.796,35.43,37.226,washington
1988,0,6.246,30.393,36.639,washington
1989,0.801,7.61,35.839,44.25,washington
1990,1.793,4.167,34.43,40.391,washington
1991,2.429,1.296,34.301,38.027,washington
1992,2.546,1.212,41.842,45.6,washington
1993,2.635,2.578,36.834,42.046,washington
1994,2.524,2.663,44.295,49.482,washington
1995,2.218,2.016,32.894,37.128,washington
1996,1.902,2.332,28.576,32.81,washington
1997,1.708,1.825,32.255,35.788,washington
1998,1.911,2.229,35.232,39.372,washington
1999,2.107,1.986,39.219,43.311,washington
2000,2.104,2.467,48.348,52.918,washington
2001,2.013,2.796,53.032,57.84,washington
2002,2.187,2.177,39.384,43.749,washington
2003,2.077,2.347,38.299,42.723,washington
2004,2.156,2.128,42.084,46.369,washington
2005,1.98,2.361,37.634,41.974,washington
2006,2.093,2.171,42.225,46.489,washington
2007,2.231,2.157,45.65,50.038,washington
2008,2.257,1.863,46.819,50.939,washington
2009,2.014,1.772,44.078,47.864,washington
2010,2.08,1.297,40.075,43.452,washington
2011,1.881,1.106,33.432,36.419,washington
2012,1.256,0.237,46.523,48.016,washington
2013,0.594,0.054,45.067,45.714,washington
2014,0.656,0.053,45.574,46.283,washington
2015,0,0.028,44.236,44.264,washington
2016,0,0.028,36.544,36.572,washington
2017,0,0,32.961,32.961,washington
1980,0,32.122,28.958,61.08,west virginia
1981,0,22.734,36.682,59.416,west virginia
1982,0,7.974,29.824,37.799,west virginia
1983,0,5.525,25.859,31.384,west virginia
1984,0,2.329,31.922,34.251,west virginia
1985,0,2.418,37.153,39.571,west virginia
1986,0,2.79,24.63,27.419,west virginia
1987,0,1.796,35.43,37.226,west virginia
1988,0,6.246,30.393,36.639,west virginia
1989,0.801,7.61,35.839,44.25,west virginia
1990,1.793,4.167,34.43,40.391,west virginia
1991,2.429,1.296,34.301,38.027,west virginia
1992,2.546,1.212,41.842,45.6,west virginia
1993,2.635,2.578,36.834,42.046,west virginia
1994,2.524,2.663,44.295,49.482,west virginia
1995,2.218,2.016,32.894,37.128,west virginia
1996,1.902,2.332,28.576,32.81,west virginia
1997,1.708,1.825,32.255,35.788,west virginia
1998,1.911,2.229,35.232,39.372,west virginia
1999,2.107,1.986,39.219,43.311,west virginia
2000,2.104,2.467,48.348,52.918,west virginia
2001,2.013,2.796,53.032,57.84,west virginia
2002,2.187,2.177,39.384,43.749,west virginia
2003,2.077,2.347,38.299,42.723,west virginia
2004,2.156,2.128,42.084,46.369,west virginia
2005,1.98,2.361,37.634,41.974,west virginia
2006,2.093,2.171,42.225,46.489,west virginia
2007,2.231,2.157,45.65,50.038,west virginia
2008,2.257,1.863,46.819,50.939,west virginia
2009,2.014,1.772,44.078,47.864,west virginia
2010,2.08,1.297,40.075,43.452,west virginia
2011,1.881,1.106,33.432,36.419,west virginia
2012,1.256,0.237,46.523,48.016,west virginia
2013,0.594,0.054,45.067,45.714,west virginia
2014,0.656,0.053,45.574,46.283,west virginia
2015,0,0.028,44.236,44.264,west virginia
2016,0,0.028,36.544,36.572,west virginia
2017,0,0,32.961,32.961,west virginia
1980,0,32.122,28.958,61.08,wisconsin
1981,0,22.734,36.682,59.416,wisconsin
1982,0,7.974,29.824,37.799,wisconsin
1983,0,5.525,25.859,31.384,wisconsin
1984,0,2.329,31.922,34.251,wisconsin
1985,0,2.418,37.153,39.571,wisconsin
1986,0,2.79,24.63,27.419,wisconsin
1987,0,1.796,35.43,37.226,wisconsin
1988,0,6.246,30.393,36.639,wisconsin
1989,0.801,7.61,35.839,44.25,wisconsin
1990,1.793,4.167,34.43,40.391,wisconsin
1991,2.429,1.296,34.301,38.027,wisconsin
1992,2.546,1.212,41.842,45.6,wisconsin
1993,2.635,2.578,36.834,42.046,wisconsin
1994,2.524,2.663,44.295,49.482,wisconsin
1995,2.218,2.016,32.894,37.128,wisconsin
1996,1.902,2.332,28.576,32.81,wisconsin
1997,1.708,1.825,32.255,35.788,wisconsin
1998,1.911,2.229,35.232,39.372,wisconsin
1999,2.107,1.986,39.219,43.311,wisconsin
2000,2.104,2.467,48.348,52.918,wisconsin
2001,2.013,2.796,53.032,57.84,wisconsin
2002,2.187,2.177,39.384,43.749,wisconsin
2003,2.077,2.347,38.299,42.723,wisconsin
2004,2.156,2.128,42.084,46.369,wisconsin
2005,1.98,2.361,37.634,41.974,wisconsin
2006,2.093,2.171,42.225,46.489,wisconsin
2007,2.231,2.157,45.65,50.038,wisconsin
2008,2.257,1.863,46.819,50.939,wisconsin
2009,2.014,1.772,44.078,47.864,wisconsin
2010,2.08,1.297,40.075,43.452,wisconsin
2011,1.881,1.106,33.432,36.419,wisconsin
2012,1.256,0.237,46.523,48.016,wisconsin
2013,0.594,0.054,45.067,45.714,wisconsin
2014,0.656,0.053,45.574,46.283,wisconsin
2015,0,0.028,44.236,44.264,wisconsin
2016,0,0.028,36.544,36.572,wisconsin
2017,0,0,32.961,32.961,wisconsin
1980,0,32.122,28.958,61.08,wyoming
1981,0,22.734,36.682,59.416,wyoming
1982,0,7.974,29.824,37.799,wyoming
1983,0,5.525,25.859,31.384,wyoming
1984,0,2.329,31.922,34.251,wyoming
1985,0,2.418,37.153,39.571,wyoming
1986,0,2.79,24.63,27.419,wyoming
1987,0,1.796,35.43,37.226,wyoming
1988,0,6.246,30.393,36.639,wyoming
1989,0.801,7.61,35.839,44.25,wyoming
1990,1.793,4.167,34.43,40.391,wyoming
1991,2.429,1.296,34.301,38.027,wyoming
1992,2.546,1.212,41.842,45.6,wyoming
1993,2.635,2.578,36.834,42.046,wyoming
1994,2.524,2.663,44.295,49.482,wyoming
1995,2.218,2.016,32.894,37.128,wyoming
1996,1.902,2.332,28.576,32.81,wyoming
1997,1.708,1.825,32.255,35.788,wyoming
1998,1.911,2.229,35.232,39.372,wyoming
1999,2.107,1.986,39.219,43.311,wyoming
2000,2.104,2.467,48.348,52.918,wyoming
2001,2.013,2.796,53.032,57.84,wyoming
2002,2.187,2.177,39.384,43.749,wyoming
2003,2.077,2.347,38.299,42.723,wyoming
2004,2.156,2.128,42.084,46.369,wyoming
2005,1.98,2.361,37.634,41.974,wyoming
2006,2.093,2.171,42.225,46.489,wyoming
2007,2.231,2.157,45.65,50.038,wyoming
2008,2.257,1.863,46.819,50.939,wyoming
2009,2.014,1.772,44.078,47.864,wyoming
2010,2.08,1.297,40.075,43.452,wyoming
2011,1.881,1.106,33.432,36.419,wyoming
2012,1.256,0.237,46.523,48.016,wyoming
2013,0.594,0.054,45.067,45.714,wyoming
2014,0.656,0.053,45.574,46.283,wyoming
2015,0,0.028,44.236,44.264,wyoming
2016,0,0.028,36.544,36.572,wyoming
2017,0,0,32.961,32.961,wyoming
