Year,Coal,Petroleum Products,Natural Gas,Total,Sname
2014,3.088,18.773,45.332,67.193,west virginia
2015,2.931,19.383,45.077,67.392,west virginia
2016,3.037,19.252,44.679,66.968,west virginia
2017,3.187,19.466,43.967,66.62,west virginia
1980,6.077,30.823,26.737,63.637,wisconsin
1981,7.232,23.463,25.444,56.139,wisconsin
1982,6.405,24.024,19.992,50.42,wisconsin
1983,2.986,33.503,18.916,55.406,wisconsin
1984,3.41,42.249,23.04,68.7,wisconsin
1985,4.121,38.378,23.694,66.193,wisconsin
1986,3.983,33.606,23.368,60.957,wisconsin
1987,4.207,33.728,30.122,68.057,wisconsin
1988,4.745,33.501,26.401,64.646,wisconsin
1989,5.405,29.397,28.905,63.707,wisconsin
1990,6.128,27.418,31.998,65.544,wisconsin
1991,5.978,22.111,38.299,66.389,wisconsin
1992,6.146,23.684,37.209,67.038,wisconsin
1993,5.067,20.905,38.336,64.308,wisconsin
1994,5.119,22.071,36.337,63.527,wisconsin
1995,5.477,19.277,37.214,61.967,wisconsin
1996,5.307,19.953,38.327,63.587,wisconsin
1997,5.871,19.788,42.619,68.278,wisconsin
1998,4.099,16.655,45.656,66.411,wisconsin
1999,4.425,17.994,42.418,64.837,wisconsin
2000,4.472,18.2,42.425,65.096,wisconsin
2001,4.396,24.388,38.533,67.317,wisconsin
2002,4.417,21.342,42.237,67.995,wisconsin
2003,4.473,19.849,44.239,68.561,wisconsin
2004,4.328,20.085,47.2,71.613,wisconsin
2005,4.379,19.832,44.443,68.653,wisconsin
2006,4.269,20.955,42.818,68.043,wisconsin
2007,4.083,18.935,43.428,66.446,wisconsin
2008,3.732,18.479,42.791,65.001,wisconsin
2009,2.965,16.129,41.924,61.017,wisconsin
2010,3.142,18.84,41.617,63.599,wisconsin
2011,3.367,19.479,40.553,63.4,wisconsin
2012,2.904,17.966,42.556,63.426,wisconsin
2013,3.023,19.272,44.932,67.228,wisconsin
2014,3.088,18.773,45.332,67.193,wisconsin
2015,2.931,19.383,45.077,67.392,wisconsin
2016,3.037,19.252,44.679,66.968,wisconsin
2017,3.187,19.466,43.967,66.62,wisconsin
1980,6.077,30.823,26.737,63.637,wyoming
1981,7.232,23.463,25.444,56.139,wyoming
1982,6.405,24.024,19.992,50.42,wyoming
1983,2.986,33.503,18.916,55.406,wyoming
1984,3.41,42.249,23.04,68.7,wyoming
1985,4.121,38.378,23.694,66.193,wyoming
1986,3.983,33.606,23.368,60.957,wyoming
1987,4.207,33.728,30.122,68.057,wyoming
1988,4.745,33.501,26.401,64.646,wyoming
1989,5.405,29.397,28.905,63.707,wyoming
1990,6.128,27.418,31.998,65.544,wyoming
1991,5.978,22.111,38.299,66.389,wyoming
1992,6.146,23.684,37.209,67.038,wyoming
1993,5.067,20.905,38.336,64.308,wyoming
1994,5.119,22.071,36.337,63.527,wyoming
1995,5.477,19.277,37.214,61.967,wyoming
1996,5.307,19.953,38.327,63.587,wyoming
1997,5.871,19.788,42.619,68.278,wyoming
1998,4.099,16.655,45.656,66.411,wyoming
1999,4.425,17.994,42.418,64.837,wyoming
2000,4.472,18.2,42.425,65.096,wyoming
2001,4.396,24.388,38.533,67.317,wyoming
2002,4.417,21.342,42.237,67.995,wyoming
2003,4.473,19.849,44.239,68.561,wyoming
2004,4.328,20.085,47.2,71.613,wyoming
2005,4.379,19.832,44.443,68.653,wyoming
2006,4.269,20.955,42.818,68.043,wyoming
2007,4.083,18.935,43.428,66.446,wyoming
2008,3.732,18.479,42.791,65.001,wyoming
2009,2.965,16.129,41.924,61.017,wyoming
2010,3.142,18.84,41.617,63.599,wyoming
2011,3.367,19.479,40.553,63.4,wyoming
2012,2.904,17.966,42.556,63.426,wyoming
2013,3.023,19.272,44.932,67.228,wyoming
2014,3.088,18.773,45.332,67.193,wyoming
2015,2.931,19.383,45.077,67.392,wyoming
2016,3.037,19.252,44.679,66.968,wyoming
2017,3.187,19.466,43.967,66.62,wyoming
